,Season,Rk,Team,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance
416,1995,20,New Jersey Nets,27.5,32,50,-3.13,-0.14,-3.28,105.2,108.6,92.3,.342,.192,.519,.467,14.4,33.3,.260,.493,12.4,70.9,.217,Brendan Byrne Arena,"684,102"
417,1995,21,Milwaukee Bucks,25.7,29,53,-4.37,0.07,-4.30,106.2,110.9,92.7,.343,.205,.537,.496,15.5,31.3,.244,.530,15.3,68.3,.230,Bradley Center,"670,720"
418,1995,22,Golden State Warriors,26.0,27,55,-5.41,0.51,-4.90,106.7,112.2,97.9,.348,.233,.547,.508,15.9,30.3,.245,.522,13.9,66.5,.216,Oakland-Alameda County Coliseum Arena,"616,025"
419,1995,23,Philadelphia 76ers,25.1,27,55,-5.07,0.01,-5.06,104.1,109.7,91.0,.323,.142,.521,.475,15.3,32.3,.238,.500,14.6,66.1,.235,CoreStates Spectrum,"507,806"
420,1995,24,Washington Bullets,24.5,26,56,-5.60,0.04,-5.56,105.4,111.3,94.5,.292,.183,.529,.492,14.3,29.3,.211,.512,14.9,66.7,.262,US Airways Arena,"689,463"
421,1995,25,Detroit Pistons,26.9,22,60,-7.29,0.21,-7.08,105.1,112.9,93.2,.293,.210,.538,.499,15.0,28.3,.217,.510,14.2,65.8,.299,The Palace of Auburn Hills,"719,090"
422,1995,26,Minnesota Timberwolves,25.4,18,64,-9.00,0.78,-8.22,102.6,112.4,91.4,.379,.163,.532,.475,16.2,27.7,.293,.510,14.8,64.1,.280,Target Center,"603,518"
423,1995,27,Los Angeles Clippers,24.9,18,64,-9.16,0.73,-8.43,101.5,111.1,94.3,.302,.153,.508,.468,14.6,29.6,.214,.526,16.6,65.7,.290,Los Angeles Memorial Sports Arena,"438,244"
424,1995,,League Average,27.2,41,41,0.00,0.01,0.01,108.3,108.3,92.9,.332,.188,.543,.500,14.6,31.4,.245,.500,14.6,68.6,.245,,"685,305"
425,1996,,,,,,,,,,,,,,,,,,,,,,,,
426,1996,1,Chicago Bulls,29.9,70,12,12.24,-0.44,11.80,115.2,101.8,91.1,.291,.196,.555,.517,13.1,36.9,.217,.482,16.1,71.1,.222,United Center,"969,149"
427,1996,2,Seattle SuperSonics,29.6,61,21,7.79,-0.40,7.40,110.3,102.1,93.8,.379,.249,.574,.526,16.2,29.7,.288,.479,16.7,69.5,.252,KeyArena at Seattle Center,"697,301"
428,1996,3,Utah Jazz,29.5,59,23,6.59,-0.34,6.25,113.3,106.1,90.0,.359,.158,.566,.517,14.1,31.6,.276,.489,15.1,71.7,.295,Delta Center,"813,073"
429,1996,4,San Antonio Spurs,29.4,58,24,6.30,-0.33,5.98,110.2,103.5,93.3,.342,.200,.558,.516,13.6,27.5,.252,.472,13.9,70.0,.216,Alamodome,"782,701"
430,1996,5,Orlando Magic,27.7,56,26,5.56,-0.16,5.40,112.9,106.9,91.8,.336,.248,.562,.529,13.2,29.0,.232,.491,14.0,68.8,.223,Orlando Arena,"707,168"
431,1996,6,Los Angeles Lakers,27.1,53,29,4.45,-0.24,4.21,111.4,106.6,92.4,.306,.203,.555,.515,13.3,30.1,.228,.491,14.9,66.8,.205,Great Western Forum,"649,634"
432,1996,7,Indiana Pacers,29.4,50,32,3.24,-0.14,3.11,110.8,107.2,89.3,.389,.157,.560,.509,15.5,33.0,.294,.491,14.7,69.3,.271,Market Square Arena,"673,967"
433,1996,8,Cleveland Cavaliers,27.5,49,33,2.59,-0.09,2.49,109.9,106.7,82.3,.296,.264,.551,.510,13.7,28.6,.226,.506,16.3,70.2,.242,Gund Arena,"730,095"
434,1996,9,Detroit Pistons,26.8,49,33,2.50,-0.05,2.45,107.9,105.1,87.7,.360,.221,.551,.504,14.6,28.0,.271,.483,13.7,71.7,.229,The Palace of Auburn Hills,"730,573"
435,1996,10,New York Knicks,30.4,48,34,2.32,-0.08,2.24,106.0,103.5,91.0,.306,.201,.550,.509,14.9,25.5,.232,.476,14.8,71.1,.251,Madison Square Garden (IV),"810,283"
436,1996,11,Portland Trail Blazers,28.1,48,34,2.35,-0.14,2.21,106.0,103.5,92.6,.347,.203,.528,.494,15.2,33.4,.230,.478,13.5,73.4,.236,Rose Garden Arena,"848,055"
437,1996,12,Houston Rockets,29.0,46,36,1.74,-0.12,1.63,109.3,107.4,93.2,.317,.265,.555,.512,14.1,26.9,.243,.495,13.6,68.6,.206,The Summit,"667,840"
438,1996,13,Miami Heat,27.4,45,37,1.43,0.03,1.46,105.3,103.8,91.1,.345,.230,.541,.501,16.0,30.1,.245,.469,14.8,71.8,.298,Miami Arena,"606,088"
439,1996,14,Atlanta Hawks,28.1,45,37,1.22,0.07,1.29,109.4,108.0,89.6,.302,.239,.534,.490,14.0,34.0,.229,.512,16.3,67.1,.217,Omni Coliseum,"496,668"
440,1996,15,Washington Bullets,24.8,44,38,1.06,-0.07,0.99,108.7,107.6,93.7,.314,.183,.558,.521,15.0,28.2,.228,.489,15.0,67.8,.274,US Airways Arena,"669,598"
441,1996,16,Phoenix Suns,27.9,42,40,0.33,-0.05,0.28,110.3,110.0,93.2,.370,.147,.551,.498,13.5,29.8,.286,.511,13.3,71.4,.225,America West Arena,"779,943"
442,1996,17,Charlotte Hornets,27.8,39,43,-0.57,0.09,-0.48,111.2,111.8,91.6,.320,.230,.558,.514,14.1,29.5,.246,.529,13.9,70.3,.217,Charlotte Coliseum,"985,722"
443,1996,18,Golden State Warriors,27.0,37,45,-1.45,0.03,-1.42,108.4,109.9,93.4,.349,.179,.539,.489,14.8,33.9,.265,.510,15.2,67.2,.232,Oakland-Alameda County Coliseum Arena,"616,025"
444,1996,19,Denver Nuggets,26.8,33,49,-2.71,0.09,-2.62,105.2,108.1,92.2,.326,.172,.526,.481,14.2,30.7,.242,.492,12.8,72.7,.237,McNichols Sports Arena,"675,425"
445,1996,20,Sacramento Kings,26.6,33,49,-2.71,0.09,-2.62,106.2,109.1,93.4,.371,.184,.540,.493,16.0,32.5,.271,.498,15.1,69.0,.302,ARCO Arena (II),"709,999"
446,1996,21,Boston Celtics,26.3,32,50,-3.40,0.03,-3.37,106.4,109.9,96.2,.329,.209,.534,.494,14.1,28.8,.235,.511,14.3,70.0,.258,FleetCenter,"730,842"
447,1996,22,Los Angeles Clippers,25.2,31,51,-3.60,0.13,-3.46,106.5,110.3,93.2,.300,.208,.544,.511,15.3,29.3,.210,.512,15.2,67.9,.282,Los Angeles Memorial Sports Arena,"405,495"
448,1996,23,New Jersey Nets,27.4,29,53,-4.23,0.09,-4.14,101.9,106.5,90.9,.332,.111,.497,.445,15.1,36.4,.248,.495,14.5,70.9,.223,Brendan Byrne Arena,"638,144"
449,1996,24,Dallas Mavericks,25.1,28,54,-4.90,0.19,-4.71,106.1,111.2,95.4,.266,.274,.507,.470,13.3,34.1,.192,.526,14.7,68.6,.222,Reunion Arena,"684,138"
450,1996,25,Milwaukee Bucks,27.5,26,56,-5.30,0.38,-4.92,105.6,111.5,90.2,.295,.163,.534,.495,15.0,29.7,.218,.520,14.1,68.4,.248,Bradley Center,"647,088"
451,1996,26,Minnesota Timberwolves,26.4,26,56,-5.35,0.22,-5.14,104.1,109.8,93.5,.357,.132,.535,.480,16.0,29.8,.277,.509,15.0,68.7,.267,Target Center,"585,669"
452,1996,27,Toronto Raptors,26.2,21,61,-7.51,0.31,-7.20,103.8,111.8,93.2,.296,.177,.536,.499,17.2,32.0,.214,.514,14.7,66.8,.272,SkyDome,"950,330"
453,1996,28,Philadelphia 76ers,26.1,16,66,-10.00,0.55,-9.45,102.2,113.0,92.2,.353,.224,.522,.474,16.0,29.4,.259,.522,14.4,65.0,.217,CoreStates Spectrum,"476,016"
454,1996,29,Vancouver Grizzlies,27.2,15,67,-9.98,0.43,-9.55,97.6,108.5,91.0,.308,.174,.500,.456,15.5,27.3,.223,.510,16.1,66.3,.241,General Motors Place,"654,013"
455,1996,,League Average,27.6,41,41,0.00,0.00,0.00,107.6,107.6,91.8,.329,.200,.542,.499,14.7,30.6,.243,.499,14.7,69.4,.243,,"703,139"
456,1997,,,,,,,,,,,,,,,,,,,,,,,,
457,1997,1,Chicago Bulls,30.7,68,14,10.80,-0.11,10.70,114.4,102.4,90.0,.267,.203,.547,.511,12.5,35.9,.199,.471,14.8,69.3,.196,United Center,"978,457"
458,1997,2,Utah Jazz,29.6,64,18,8.79,-0.82,7.97,113.6,104.0,90.0,.389,.145,.581,.530,14.7,29.7,.299,.480,15.5,71.6,.290,Delta Center,"811,439"
459,1997,3,Seattle SuperSonics,30.0,62,20,7.68,-0.77,6.91,111.2,102.7,90.3,.358,.247,.557,.510,14.2,30.9,.269,.490,17.7,69.1,.242,KeyArena at Seattle Center,"699,952"
460,1997,4,Miami Heat,27.2,57,25,5.49,0.07,5.56,106.8,100.6,88.2,.324,.299,.546,.507,15.5,29.2,.233,.465,15.6,70.6,.248,Miami Arena,"615,160"
461,1997,5,Atlanta Hawks,28.8,57,25,5.44,0.08,5.52,108.5,102.3,86.8,.310,.291,.542,.498,14.6,31.5,.236,.472,15.0,69.2,.191,Omni Coliseum,"549,414"
462,1997,6,Detroit Pistons,28.2,57,25,5.24,0.20,5.45,110.6,104.4,84.5,.327,.246,.554,.512,13.0,27.5,.244,.487,14.6,70.4,.197,The Palace of Auburn Hills,"784,234"
463,1997,7,Houston Rockets,30.8,54,28,4.48,-0.62,3.85,108.8,104.0,91.6,.307,.284,.560,.520,15.6,28.4,.232,.481,13.3,71.4,.190,The Summit,"667,685"
464,1997,8,Los Angeles Lakers,26.5,53,29,4.27,-0.61,3.66,108.3,103.7,91.1,.351,.226,.535,.496,13.7,31.6,.243,.478,15.1,68.5,.231,Great Western Forum,"697,159"
465,1997,9,Portland Trail Blazers,26.4,53,29,4.17,-0.61,3.56,107.9,103.3,90.9,.350,.217,.544,.503,15.4,32.5,.249,.471,14.3,72.4,.268,Rose Garden Arena,"852,798"
466,1997,10,New York Knicks,29.7,50,32,3.12,0.18,3.31,104.4,101.0,90.5,.340,.208,.546,.501,17.0,30.5,.255,.463,15.4,73.4,.279,Madison Square Garden (IV),"790,520"
467,1997,11,Cleveland Cavaliers,26.7,47,35,1.84,0.47,2.32,104.6,102.4,82.9,.297,.215,.531,.493,15.0,29.4,.215,.482,16.8,71.9,.281,Gund Arena,"692,684"
468,1997,12,Charlotte Hornets,29.1,46,36,1.87,0.26,2.13,110.9,108.9,88.6,.313,.218,.562,.518,14.3,28.7,.243,.496,13.3,68.1,.204,Charlotte Coliseum,"985,722"
469,1997,13,Washington Bullets,25.9,46,36,1.62,0.15,1.77,106.6,104.9,92.4,.296,.150,.540,.505,14.6,30.2,.210,.491,15.3,70.3,.226,US Airways Arena,"700,646"
470,1997,14,Indiana Pacers,27.9,44,38,0.98,0.52,1.49,105.8,104.7,89.0,.374,.181,.537,.490,15.5,31.3,.270,.480,15.0,70.4,.258,Market Square Arena,"636,735"
471,1997,15,Phoenix Suns,28.5,43,39,0.66,-0.45,0.21,109.3,108.6,93.2,.317,.213,.552,.508,13.4,27.1,.241,.507,14.4,69.4,.215,America West Arena,"779,940"
472,1997,16,Orlando Magic,29.4,40,42,-0.35,0.28,-0.07,105.6,106.0,88.3,.304,.256,.524,.481,14.5,30.9,.227,.495,15.3,67.3,.211,Orlando Arena,"711,311"
473,1997,17,Milwaukee Bucks,27.3,35,47,-1.89,0.51,-1.38,106.2,108.3,89.5,.334,.146,.541,.496,15.1,29.7,.248,.501,14.1,69.9,.253,Bradley Center,"634,999"
474,1997,18,Minnesota Timberwolves,26.3,37,45,-1.48,-0.35,-1.82,105.5,107.1,90.7,.339,.170,.533,.485,14.4,28.8,.254,.486,14.6,68.3,.252,Target Center,"697,727"
475,1997,19,Toronto Raptors,25.1,32,50,-3.12,0.57,-2.56,104.6,108.0,90.6,.303,.245,.521,.481,15.2,32.5,.218,.504,15.3,68.6,.258,SkyDome,"744,550"
476,1997,20,Los Angeles Clippers,25.5,34,48,-2.35,-0.31,-2.66,105.1,107.6,91.3,.310,.200,.524,.482,14.7,30.8,.227,.499,15.5,68.1,.269,Los Angeles Memorial Sports Arena,"232,895"
477,1997,21,Sacramento Kings,27.4,31,51,-3.38,-0.26,-3.64,105.0,108.7,91.0,.313,.160,.526,.485,15.0,32.0,.226,.495,14.3,68.5,.264,ARCO Arena (II),"709,993"
478,1997,22,New Jersey Nets,26.8,28,54,-4.56,0.67,-3.89,104.7,109.7,92.4,.286,.193,.499,.456,13.9,36.4,.212,.503,14.1,69.0,.244,Continental Airlines Arena,"670,628"
479,1997,23,Golden State Warriors,26.7,28,54,-4.71,-0.20,-4.90,107.2,112.2,91.9,.332,.208,.543,.493,15.8,32.3,.258,.518,14.4,67.5,.234,San Jose Arena,"621,844"
480,1997,24,Philadelphia 76ers,25.5,24,58,-6.54,0.65,-5.89,104.6,111.4,95.3,.358,.198,.518,.470,15.3,34.1,.259,.510,13.8,66.5,.222,CoreStates Center,"610,974"
481,1997,25,Denver Nuggets,28.6,24,58,-6.28,-0.12,-6.40,104.5,111.2,92.4,.298,.256,.530,.486,15.2,28.8,.227,.501,11.8,69.3,.206,McNichols Sports Arena,"340,486"
482,1997,26,Dallas Mavericks,27.1,23,59,-6.35,-0.12,-6.47,101.1,108.2,89.0,.297,.204,.509,.469,15.4,30.0,.213,.500,14.9,67.3,.229,Reunion Arena,"619,178"
483,1997,27,Boston Celtics,26.1,22,60,-7.33,0.71,-6.62,103.9,111.4,95.8,.316,.191,.520,.474,14.5,29.4,.237,.539,15.8,68.5,.243,FleetCenter,"664,022"
484,1997,28,San Antonio Spurs,29.9,19,63,-7.88,-0.05,-7.93,103.3,112.3,87.3,.302,.185,.512,.472,14.7,32.4,.217,.514,14.0,67.0,.236,Alamodome,"706,641"
485,1997,29,Vancouver Grizzlies,25.0,15,67,-10.23,0.06,-10.17,100.3,111.8,88.4,.269,.197,.507,.471,15.3,29.7,.191,.510,14.4,64.1,.224,General Motors Place,"683,442"
486,1997,,League Average,27.6,41,41,0.00,0.00,0.00,106.7,106.7,90.1,.320,.212,.536,.493,14.8,30.8,.236,.493,14.8,69.2,.236,,"685,905"
487,1998,,,,,,,,,,,,,,,,,,,,,,,,
488,1998,1,Chicago Bulls,31.7,61,21,7.11,0.13,7.24,107.7,99.8,89.0,.295,.141,.516,.473,13.3,35.7,.219,.457,14.7,70.6,.220,United Center,"983,444"
489,1998,2,Los Angeles Lakers,25.8,61,21,7.74,-0.87,6.88,111.9,103.7,93.6,.420,.216,.559,.519,14.0,31.6,.285,.467,14.1,68.8,.245,Great Western Forum,"676,101"
490,1998,3,Seattle SuperSonics,31.1,61,21,7.17,-0.84,6.33,111.6,103.6,89.8,.327,.243,.558,.521,13.4,28.7,.236,.478,15.9,66.1,.223,KeyArena at Seattle Center,"699,952"
491,1998,4,Indiana Pacers,29.7,59,23,6.09,0.16,6.25,108.4,101.6,87.9,.343,.165,.550,.502,14.0,27.9,.262,.453,14.4,67.8,.236,Market Square Arena,"645,302"
492,1998,5,Utah Jazz,29.7,59,23,6.54,-0.81,5.73,112.7,105.4,89.2,.433,.110,.569,.510,14.8,32.3,.334,.471,13.5,71.0,.271,Delta Center,"815,889"
493,1998,6,Miami Heat,28.1,56,26,4.93,0.16,5.09,107.6,102.0,87.9,.329,.244,.538,.494,14.5,31.5,.243,.452,14.2,69.6,.257,Miami Arena,"614,861"
494,1998,7,Phoenix Suns,28.2,56,26,5.18,-0.75,4.44,107.4,101.8,91.4,.290,.180,.540,.500,14.0,29.7,.217,.471,15.3,70.0,.227,America West Arena,"779,943"
495,1998,8,Atlanta Hawks,29.4,51,31,3.51,0.34,3.85,108.2,104.3,87.7,.364,.160,.533,.481,14.1,33.9,.275,.468,13.0,69.1,.194,Georgia Dome,"610,615"
496,1998,9,San Antonio Spurs,28.7,53,29,3.99,-0.69,3.30,103.8,99.4,88.4,.350,.139,.531,.493,15.6,30.6,.241,.437,12.2,72.2,.218,Alamodome,"783,455"
497,1998,10,Cleveland Cavaliers,24.6,49,33,2.73,0.33,3.06,102.2,99.1,89.9,.352,.129,.529,.478,16.5,30.0,.266,.460,16.8,71.1,.264,Gund Arena,"694,629"
498,1998,11,New York Knicks,30.2,49,33,2.46,0.28,2.74,103.0,100.3,88.2,.283,.178,.521,.476,14.7,29.5,.218,.455,14.7,74.0,.282,Madison Square Garden (IV),"810,283"
499,1998,12,Charlotte Hornets,29.2,47,35,2.00,0.45,2.45,107.5,105.3,89.4,.345,.142,.542,.495,14.6,30.4,.259,.493,14.6,70.8,.224,Charlotte Coliseum,"959,634"
500,1998,13,Detroit Pistons,27.2,46,36,1.57,0.37,1.95,105.3,103.5,88.2,.359,.147,.523,.472,14.0,30.9,.267,.474,14.8,70.2,.243,The Palace of Auburn Hills,"794,567"
501,1998,14,New Jersey Nets,27.8,46,36,1.57,0.31,1.88,108.3,106.6,91.0,.339,.135,.513,.463,12.9,36.7,.253,.499,16.7,66.4,.258,Continental Airlines Arena,"718,514"
502,1998,15,Washington Wizards,26.7,43,39,0.59,0.53,1.11,105.2,104.5,91.8,.317,.139,.513,.476,13.0,31.2,.219,.481,15.1,69.5,.248,MCI Center,"801,240"
503,1998,16,Portland Trail Blazers,26.1,45,37,1.40,-0.57,0.83,104.0,102.4,90.0,.348,.164,.524,.476,15.8,33.0,.256,.460,13.4,71.4,.249,Rose Garden Arena,"846,559"
504,1998,17,Minnesota Timberwolves,26.4,43,39,0.71,-0.54,0.17,107.8,107.1,92.6,.329,.128,.529,.483,12.7,30.6,.244,.480,13.5,68.5,.240,Target Center,"738,590"
505,1998,18,Orlando Magic,30.8,38,44,-1.07,0.54,-0.53,102.6,103.8,87.1,.331,.141,.499,.452,14.5,34.2,.240,.478,14.8,66.9,.202,Orlando Arena,"667,322"
506,1998,19,Houston Rockets,32.0,39,43,-0.76,-0.47,-1.23,107.7,108.6,91.0,.326,.256,.544,.496,14.8,29.8,.251,.499,13.3,69.3,.208,The Summit,"670,117"
507,1998,20,Milwaukee Bucks,27.6,35,47,-1.91,0.58,-1.33,103.5,105.6,90.2,.339,.110,.527,.475,15.8,31.4,.260,.485,15.5,69.1,.282,Bradley Center,"638,034"
508,1998,21,Philadelphia 76ers,25.4,34,48,-2.39,0.50,-1.89,102.8,105.4,90.4,.367,.126,.514,.462,15.4,32.5,.271,.481,15.1,67.3,.256,CoreStates Center,"655,417"
509,1998,22,Boston Celtics,23.9,33,49,-2.62,0.66,-1.96,102.6,105.4,93.3,.283,.180,.504,.464,14.6,32.8,.206,.504,19.0,66.8,.343,FleetCenter,"739,422"
510,1998,23,Sacramento Kings,26.6,25,57,-5.59,-0.25,-5.83,100.8,106.9,92.1,.314,.121,.502,.464,14.3,30.2,.215,.482,14.0,66.6,.230,ARCO Arena (II),"605,443"
511,1998,24,Dallas Mavericks,26.3,24,58,-6.11,-0.22,-6.33,100.5,107.2,89.9,.257,.175,.498,.458,13.6,27.6,.194,.488,14.0,65.1,.195,Reunion Arena,"503,936"
512,1998,25,Vancouver Grizzlies,26.5,22,60,-7.30,-0.17,-7.47,104.1,112.0,92.1,.327,.137,.527,.482,15.8,31.5,.242,.507,13.0,66.9,.240,General Motors Place,"660,457"
513,1998,26,Los Angeles Clippers,25.7,21,61,-7.37,-0.16,-7.53,103.3,111.2,92.4,.306,.219,.518,.477,14.8,29.6,.221,.498,12.9,66.1,.243,Los Angeles Memorial Sports Arena,"254,840"
514,1998,27,Toronto Raptors,24.8,17,65,-9.27,0.94,-8.33,101.2,111.0,92.6,.302,.159,.504,.462,15.1,32.1,.217,.508,14.9,62.9,.235,SkyDome,"674,685"
515,1998,28,Golden State Warriors,25.9,17,65,-9.12,-0.08,-9.20,95.8,105.7,91.4,.278,.101,.468,.427,15.1,33.7,.197,.469,13.0,68.6,.247,The Arena in Oakland,"444,922"
516,1998,29,Denver Nuggets,26.5,12,70,-11.78,0.04,-11.74,99.0,112.1,89.7,.335,.139,.496,.440,15.1,30.2,.259,.506,14.3,66.3,.285,McNichols Sports Arena,"380,590"
517,1998,,League Average,27.6,41,41,0.00,0.00,0.00,105.0,105.0,90.3,.330,.159,.524,.478,14.5,31.4,.243,.478,14.5,68.6,.243,,"685,130"
518,1999,,,,,,,,,,,,,,,,,,,,,,,,
519,1999,1,San Antonio Spurs,30.1,39,11,8.06,-0.94,7.12,104.0,95.0,88.6,.371,.137,.523,.479,14.6,30.4,.259,.423,13.8,69.5,.198,Alamodome,"527,357"
520,1999,2,Portland Trail Blazers,27.4,36,14,6.36,-0.69,5.67,104.8,97.7,89.2,.341,.171,.521,.473,14.5,31.8,.253,.445,14.9,71.8,.233,Rose Garden Arena,"486,556"
521,1999,3,Utah Jazz,30.3,37,13,6.52,-0.99,5.54,105.8,98.4,87.0,.417,.107,.545,.485,16.0,30.0,.320,.441,14.4,70.4,.242,Delta Center,"493,120"
522,1999,4,Miami Heat,30.3,35,15,4.96,0.15,5.11,104.7,98.9,84.8,.354,.226,.540,.494,15.3,27.3,.260,.439,13.6,71.0,.226,Miami Arena,"378,813"
523,1999,5,Detroit Pistons,27.7,32,18,3.42,0.55,3.97,104.2,100.3,86.3,.345,.183,.528,.480,15.6,30.5,.256,.468,15.4,72.0,.259,The Palace of Auburn Hills,"444,585"
524,1999,6,Indiana Pacers,30.8,32,18,3.74,0.12,3.86,108.7,104.4,86.4,.318,.207,.537,.486,12.8,28.7,.253,.460,12.7,69.9,.236,Market Square Arena,"404,536"
525,1999,7,Orlando Magic,28.7,30,20,2.60,0.51,3.11,100.3,97.4,88.8,.318,.171,.498,.456,15.4,32.6,.222,.473,16.7,70.8,.181,Orlando Arena,"411,091"
526,1999,8,Atlanta Hawks,29.6,31,19,2.90,-0.08,2.82,100.5,97.1,85.3,.378,.171,.492,.436,14.5,33.1,.277,.437,13.4,72.1,.202,Georgia Dome,"331,831"
527,1999,9,Los Angeles Lakers,27.5,30,20,3.02,-0.35,2.68,107.6,104.3,91.6,.382,.174,.538,.498,14.1,30.6,.261,.468,13.3,70.2,.267,Great Western Forum,"430,007"
528,1999,10,Philadelphia 76ers,26.0,29,21,2.06,0.50,2.56,99.9,97.6,88.6,.383,.096,.494,.439,15.3,34.2,.276,.454,17.1,69.8,.249,First Union Center,"436,444"
529,1999,11,Phoenix Suns,29.3,29,21,2.26,-0.11,2.15,105.8,103.3,90.0,.303,.175,.526,.481,13.0,28.4,.231,.485,15.4,69.8,.216,America West Arena,"472,283"
530,1999,12,Milwaukee Bucks,28.3,28,22,1.66,0.00,1.66,104.9,103.0,87.0,.303,.162,.530,.489,14.3,29.0,.222,.463,16.0,67.6,.275,Bradley Center,"381,948"
531,1999,13,New York Knicks,29.0,27,23,1.02,0.43,1.45,98.6,97.5,86.9,.329,.159,.509,.463,15.9,27.9,.241,.434,14.9,71.0,.258,Madison Square Garden (IV),"494,075"
532,1999,14,Houston Rockets,29.6,29,21,2.32,-0.93,1.39,105.4,102.9,88.8,.313,.241,.545,.506,15.8,27.8,.228,.461,12.4,69.9,.188,Compaq Center,"407,125"
533,1999,15,Charlotte Hornets,29.0,25,25,-0.10,0.73,0.63,102.3,102.4,89.7,.372,.198,.537,.485,15.5,24.4,.278,.461,14.3,69.5,.240,Charlotte Coliseum,"480,807"
534,1999,16,Minnesota Timberwolves,27.2,26,24,0.38,-0.55,-0.17,101.9,101.5,91.0,.264,.095,.481,.439,11.7,32.5,.196,.467,15.8,70.2,.276,Target Center,"427,974"
535,1999,17,Sacramento Kings,26.1,24,26,-0.42,-0.47,-0.89,102.7,103.1,96.0,.300,.219,.514,.479,14.7,30.6,.205,.471,13.7,67.7,.176,ARCO Arena (II),"418,751"
536,1999,18,Cleveland Cavaliers,26.7,22,28,-1.72,0.78,-0.94,99.6,101.6,86.4,.381,.150,.520,.464,15.9,25.1,.285,.468,16.2,69.0,.267,Gund Arena,"352,992"
537,1999,19,Toronto Raptors,27.3,22,28,-1.64,0.33,-1.32,102.0,103.9,88.8,.338,.168,.504,.450,15.0,33.8,.257,.473,14.8,70.2,.258,Air Canada Centre,"439,190"
538,1999,20,Seattle SuperSonics,31.2,23,27,-1.08,-0.35,-1.43,105.0,106.2,89.6,.341,.226,.519,.481,14.3,31.9,.232,.489,14.1,68.6,.213,KeyArena at Seattle Center,"426,800"
539,1999,21,Boston Celtics,24.3,22,28,-1.86,0.11,-1.75,100.4,102.4,91.5,.259,.182,.501,.469,14.8,30.6,.179,.465,15.6,69.4,.287,FleetCenter,"440,602"
540,1999,22,Washington Wizards,29.3,21,29,-2.24,0.49,-1.75,101.2,103.7,89.8,.302,.146,.507,.468,14.1,28.2,.213,.474,15.1,69.5,.273,MCI Center,"402,481"
541,1999,23,Dallas Mavericks,26.1,21,29,-2.40,-0.10,-2.50,102.3,104.9,89.0,.300,.148,.502,.459,13.2,29.8,.218,.476,13.3,69.1,.212,Reunion Arena,"362,837"
542,1999,24,Golden State Warriors,28.1,20,30,-2.50,-0.13,-2.63,98.4,101.1,88.9,.282,.135,.471,.434,14.1,35.2,.190,.445,14.0,70.4,.290,The Arena in Oakland,"335,837"
543,1999,25,New Jersey Nets,26.0,18,32,-3.78,0.58,-3.20,99.5,103.6,91.5,.301,.163,.485,.434,13.7,31.1,.231,.481,15.2,69.7,.238,Continental Airlines Arena,"400,387"
544,1999,26,Denver Nuggets,24.6,14,36,-6.60,-0.07,-6.67,103.1,110.4,90.5,.332,.231,.511,.459,13.9,30.1,.253,.499,13.2,69.2,.248,McNichols Sports Arena,"296,965"
545,1999,27,Chicago Bulls,28.6,9,41,-9.46,0.88,-8.58,92.4,103.0,88.1,.309,.159,.470,.424,15.1,26.8,.219,.483,15.3,71.7,.241,United Center,"560,012"
546,1999,28,Los Angeles Clippers,25.0,11,39,-8.82,-0.12,-8.94,100.0,109.7,89.5,.306,.167,.497,.454,14.9,30.6,.220,.503,14.8,66.9,.279,Los Angeles Memorial Sports Arena,"256,568"
547,1999,29,Vancouver Grizzlies,25.0,11,39,-8.66,-0.28,-8.94,98.4,107.9,89.0,.367,.118,.498,.447,16.0,30.9,.263,.492,14.7,66.9,.261,General Motors Place,"417,966"
548,1999,,League Average,27.8,25,25,0.00,0.00,0.00,102.2,102.2,88.9,.330,.168,.511,.466,14.6,30.2,.240,.466,14.6,69.8,.240,,"417,929"
549,2000,,,,,,,,,,,,,,,,,,,,,,,,
550,2000,1,Los Angeles Lakers,29.2,64,18,8.55,-0.14,8.41,107.3,98.2,93.3,.346,.153,.525,.484,12.7,30.6,.241,.443,13.4,73.1,.222,STAPLES Center,"771,420"
551,2000,2,Portland Trail Blazers,29.6,59,23,6.40,-0.04,6.36,107.9,100.8,89.9,.316,.175,.546,.501,14.5,30.3,.240,.461,13.8,72.4,.217,Rose Garden Arena,"835,078"
552,2000,3,San Antonio Spurs,30.9,58,24,5.94,-0.02,5.92,105.0,98.6,90.8,.346,.138,.535,.488,14.3,27.8,.258,.451,13.5,73.0,.188,Alamodome,"884,450"
553,2000,4,Phoenix Suns,28.6,56,26,5.22,0.02,5.24,104.6,99.0,94.0,.286,.184,.532,.491,15.2,29.3,.217,.454,15.7,70.5,.245,America West Arena,"773,115"
554,2000,5,Utah Jazz,31.5,54,28,4.46,0.05,4.52,107.3,102.3,89.6,.337,.134,.540,.490,14.3,29.5,.260,.477,15.0,73.2,.256,Delta Center,"801,268"
555,2000,6,Indiana Pacers,30.4,54,28,4.60,-0.45,4.15,108.5,103.6,93.1,.302,.224,.552,.503,13.3,24.9,.245,.469,12.6,71.5,.197,Conseco Fieldhouse,"752,145"
