,Season,Rk,Team,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance
556,2000,7,Sacramento Kings,27.5,49,33,2.91,0.12,3.04,105.0,102.1,99.3,.277,.227,.526,.486,13.9,27.7,.209,.479,15.1,69.7,.198,ARCO Arena (II),"720,033"
557,2000,8,Miami Heat,29.2,50,32,3.11,-0.36,2.75,104.5,101.0,89.7,.283,.186,.533,.495,14.5,28.2,.208,.453,13.3,72.9,.229,AmericanAirlines Arena,"706,725"
558,2000,9,Minnesota Timberwolves,26.6,48,34,2.52,0.14,2.67,106.1,103.4,91.8,.256,.104,.525,.485,12.9,29.4,.200,.474,14.0,73.0,.250,Target Center,"690,012"
559,2000,10,Charlotte Hornets,28.7,49,33,2.67,-0.34,2.33,104.3,101.4,93.9,.376,.153,.530,.475,13.7,25.7,.285,.478,14.6,73.2,.198,Charlotte Coliseum,"732,827"
560,2000,11,New York Knicks,29.5,46,36,1.46,-0.16,1.30,102.5,100.9,89.2,.283,.147,.527,.482,14.4,24.7,.221,.455,13.6,73.1,.251,Madison Square Garden (IV),"810,103"
561,2000,12,Seattle SuperSonics,28.5,44,38,0.95,0.22,1.17,105.6,104.6,93.4,.282,.232,.520,.487,12.9,28.5,.196,.483,14.0,69.6,.193,KeyArena at Seattle Center,"615,730"
562,2000,13,Detroit Pistons,28.3,45,37,1.44,-0.31,1.13,107.3,105.8,95.7,.378,.184,.548,.492,14.3,26.8,.295,.499,15.4,71.6,.249,The Palace of Auburn Hills,"678,470"
563,2000,14,Philadelphia 76ers,27.1,45,37,1.34,-0.32,1.02,101.5,100.0,92.7,.329,.095,.501,.457,14.2,31.4,.233,.466,16.2,69.9,.229,First Union Center,"756,956"
564,2000,15,Orlando Magic,26.3,43,39,0.68,-0.26,0.43,102.4,101.7,97.3,.305,.124,.516,.473,15.4,31.6,.224,.476,15.9,69.9,.226,TD Waterhouse Centre,"576,409"
565,2000,16,Milwaukee Bucks,28.2,42,40,0.22,-0.28,-0.06,108.2,107.9,92.7,.290,.157,.539,.494,13.8,30.0,.228,.496,14.6,69.6,.254,Bradley Center,"628,605"
566,2000,17,Dallas Mavericks,26.3,39,43,-0.57,0.29,-0.29,106.6,107.2,94.9,.248,.188,.532,.490,12.6,25.5,.200,.488,14.2,66.1,.210,Reunion Arena,"606,177"
567,2000,18,Toronto Raptors,29.3,41,41,-0.16,-0.30,-0.46,104.7,104.9,92.5,.300,.170,.511,.464,12.7,30.1,.230,.480,14.2,71.8,.247,Air Canada Centre,"756,496"
568,2000,19,Houston Rockets,26.3,39,43,-0.87,0.30,-0.57,104.8,105.7,94.2,.322,.244,.536,.494,15.8,29.1,.236,.481,12.5,71.6,.201,Compaq Center,"624,594"
569,2000,20,Boston Celtics,25.4,39,43,-0.76,-0.24,-1.00,104.8,105.6,94.6,.316,.183,.520,.474,13.8,30.4,.236,.498,15.8,73.8,.306,FleetCenter,"683,608"
570,2000,21,New Jersey Nets,27.3,38,44,-1.04,-0.15,-1.18,105.1,106.3,92.5,.297,.200,.517,.468,12.6,28.1,.233,.491,15.2,67.2,.223,Continental Airlines Arena,"643,631"
571,2000,22,Denver Nuggets,25.9,35,47,-2.12,0.36,-1.76,103.5,105.8,94.7,.306,.202,.517,.476,14.0,29.2,.222,.479,13.0,71.6,.235,Pepsi Center,"637,698"
572,2000,23,Washington Wizards,28.0,32,50,-3.28,-0.19,-3.47,103.5,107.0,92.7,.315,.133,.521,.476,14.8,30.6,.234,.489,13.9,71.7,.273,MCI Center,"616,593"
573,2000,24,Cleveland Cavaliers,27.2,31,51,-3.50,-0.14,-3.64,100.4,104.0,95.7,.327,.136,.516,.468,15.6,28.1,.245,.474,15.1,71.2,.275,Gund Arena,"603,702"
574,2000,25,Vancouver Grizzlies,25.3,25,57,-5.62,0.52,-5.10,102.3,108.5,91.0,.320,.139,.524,.474,15.8,30.1,.247,.502,14.1,70.6,.231,General Motors Place,"569,864"
575,2000,26,Atlanta Hawks,27.6,26,56,-5.38,-0.04,-5.41,102.0,107.9,91.7,.292,.120,.503,.460,14.1,31.7,.217,.481,11.3,71.0,.196,Philips Arena,"600,954"
576,2000,27,Golden State Warriors,26.9,20,62,-8.27,0.64,-7.63,99.8,108.4,95.4,.301,.150,.484,.444,13.9,32.6,.210,.499,14.6,69.1,.259,The Arena in Oakland,"509,171"
577,2000,28,Chicago Bulls,26.0,15,67,-9.40,0.17,-9.23,94.2,104.6,89.4,.338,.167,.490,.443,18.0,29.9,.240,.484,14.5,69.9,.240,United Center,"907,064"
578,2000,29,Los Angeles Clippers,24.2,13,69,-11.52,0.80,-10.73,97.8,110.1,93.9,.270,.188,.499,.458,14.9,26.1,.202,.507,13.1,69.6,.220,STAPLES Center,"559,714"
579,2000,,League Average,27.8,41,41,0.00,0.00,0.00,104.1,104.1,93.1,.308,.167,.523,.478,14.2,28.9,.231,.478,14.2,71.1,.231,,"691,469"
580,2001,,,,,,,,,,,,,,,,,,,,,,,,
581,2001,1,San Antonio Spurs,29.5,63,19,7.76,0.16,7.92,106.6,98.0,89.6,.374,.175,.541,.496,13.6,27.1,.267,.444,12.9,73.7,.182,Alamodome,"913,176"
582,2001,2,Sacramento Kings,27.1,57,25,5.82,0.25,6.07,105.6,99.6,94.4,.298,.194,.529,.484,13.4,27.2,.230,.460,14.5,70.7,.181,ARCO Arena (II),"709,997"
583,2001,3,Utah Jazz,32.0,55,27,4.70,0.31,5.00,107.6,102.4,89.8,.363,.135,.546,.497,15.1,30.2,.273,.473,15.6,73.2,.301,Delta Center,"792,196"
584,2001,4,Dallas Mavericks,26.6,53,29,4.28,0.32,4.61,107.1,102.6,93.2,.291,.202,.544,.498,13.1,24.1,.231,.467,14.2,70.7,.244,Reunion Arena,"680,238"
585,2001,5,Portland Trail Blazers,30.1,53,29,4.20,0.33,4.52,106.5,101.8,89.1,.296,.165,.539,.497,14.8,30.0,.225,.470,14.3,72.4,.223,Rose Garden Arena,"831,376"
586,2001,6,Los Angeles Lakers,29.2,51,31,3.38,0.37,3.74,108.4,104.8,91.7,.349,.191,.535,.498,13.3,31.1,.238,.468,12.2,72.5,.234,STAPLES Center,"776,336"
587,2001,7,Philadelphia 76ers,28.2,54,28,4.28,-0.65,3.64,103.6,98.9,90.6,.351,.124,.518,.468,14.7,31.2,.262,.460,14.5,72.5,.186,First Union Center,"805,692"
588,2001,8,Milwaukee Bucks,28.2,52,30,3.88,-0.74,3.14,108.8,104.6,92.1,.276,.218,.542,.499,12.8,28.1,.217,.473,14.4,71.1,.253,Bradley Center,"683,125"
589,2001,9,Houston Rockets,26.7,48,34,2.29,0.42,2.71,106.7,104.2,90.4,.321,.217,.538,.492,14.0,27.5,.244,.475,12.6,71.9,.206,Compaq Center,"518,555"
590,2001,10,Phoenix Suns,28.6,48,34,2.21,0.42,2.63,100.3,98.0,93.1,.292,.156,.506,.460,14.1,27.3,.221,.460,16.3,73.7,.252,America West Arena,"737,586"
591,2001,11,New York Knicks,29.8,50,32,2.63,-0.65,1.98,101.2,98.2,86.7,.279,.180,.523,.476,14.6,24.2,.222,.453,14.7,74.3,.240,Madison Square Garden (IV),"810,283"
592,2001,12,Minnesota Timberwolves,27.4,45,37,1.35,0.46,1.81,105.2,103.7,91.8,.253,.131,.523,.482,13.0,28.6,.199,.478,14.2,71.9,.238,Target Center,"717,371"
593,2001,13,Miami Heat,30.9,48,34,2.29,-0.57,1.73,101.1,98.5,87.1,.299,.221,.515,.469,13.7,24.3,.227,.460,15.3,72.7,.214,AmericanAirlines Arena,"678,186"
594,2001,14,Toronto Raptors,29.9,48,34,2.26,-0.57,1.69,105.9,103.4,90.9,.285,.167,.510,.468,12.1,30.8,.213,.476,13.3,73.2,.212,Air Canada Centre,"793,256"
595,2001,15,Charlotte Hornets,28.2,48,34,2.10,-0.65,1.45,101.8,99.5,89.4,.330,.151,.506,.457,13.7,29.8,.246,.456,14.1,74.5,.222,Charlotte Coliseum,"615,424"
596,2001,16,Seattle SuperSonics,27.9,41,41,0.02,0.52,0.55,105.6,105.6,91.6,.299,.176,.530,.491,14.3,29.1,.219,.488,13.9,69.8,.199,KeyArena at Seattle Center,"640,847"
597,2001,17,Orlando Magic,26.0,44,38,0.99,-0.60,0.39,103.2,102.1,93.2,.301,.196,.513,.474,13.8,29.1,.215,.464,15.6,69.8,.290,TD Waterhouse Centre,"605,031"
598,2001,18,Indiana Pacers,27.7,40,42,-0.20,-0.57,-0.77,102.0,102.2,89.4,.312,.180,.519,.471,14.5,27.0,.239,.452,12.8,71.4,.235,Conseco Fieldhouse,"731,800"
599,2001,19,Denver Nuggets,27.9,34,48,-2.46,0.64,-1.83,103.7,106.3,92.6,.286,.210,.511,.470,12.8,28.3,.211,.476,12.1,71.8,.223,Pepsi Center,"619,300"
600,2001,20,Detroit Pistons,27.1,36,46,-1.70,-0.39,-2.08,100.0,101.8,94.7,.325,.162,.498,.453,14.2,29.3,.234,.466,14.0,72.2,.233,The Palace of Auburn Hills,"607,323"
601,2001,21,Los Angeles Clippers,24.3,32,50,-2.89,0.66,-2.23,101.3,104.5,89.6,.319,.164,.514,.476,14.9,28.3,.221,.466,12.0,71.1,.217,STAPLES Center,"601,587"
602,2001,22,Boston Celtics,25.9,35,47,-2.13,-0.26,-2.40,101.4,103.7,92.6,.338,.252,.521,.473,14.7,25.3,.250,.493,16.0,72.7,.256,FleetCenter,"629,201"
603,2001,23,Cleveland Cavaliers,26.9,28,54,-4.24,-0.23,-4.48,100.3,104.9,91.2,.312,.101,.509,.459,15.4,29.7,.239,.477,14.1,71.1,.248,Gund Arena,"650,775"
604,2001,24,Vancouver Grizzlies,26.2,25,57,-5.73,0.79,-4.94,99.6,105.8,91.7,.289,.145,.510,.464,14.9,26.1,.223,.491,13.8,69.8,.194,General Motors Place,"563,218"
605,2001,25,New Jersey Nets,27.5,26,56,-5.05,-0.25,-5.30,100.0,105.5,91.8,.328,.165,.504,.452,13.9,25.7,.249,.488,14.9,70.0,.258,Continental Airlines Arena,"556,573"
606,2001,26,Atlanta Hawks,26.1,26,56,-5.21,-0.34,-5.55,98.7,104.3,91.9,.272,.140,.500,.456,15.5,28.9,.206,.472,13.8,70.8,.249,Philips Arena,"560,330"
607,2001,27,Washington Wizards,27.0,23,59,-6.67,-0.08,-6.75,100.6,107.8,92.7,.348,.131,.514,.460,15.7,29.7,.264,.503,14.1,71.8,.236,MCI Center,"638,653"
608,2001,28,Golden State Warriors,26.6,17,65,-9.05,0.94,-8.11,97.8,107.4,94.1,.282,.134,.470,.429,13.9,33.3,.199,.504,15.0,69.7,.227,The Arena in Oakland,"591,981"
609,2001,29,Chicago Bulls,23.2,16,66,-9.10,0.01,-9.09,97.2,107.3,89.3,.298,.148,.495,.450,15.1,26.6,.220,.499,14.3,70.3,.254,United Center,"888,654"
610,2001,,League Average,27.8,41,41,0.00,0.00,0.00,103.0,103.0,91.3,.309,.170,.518,.473,14.1,28.2,.231,.473,14.1,71.8,.231,,"687,864"
611,2002,,,,,,,,,,,,,,,,,,,,,,,,
612,2002,1,Sacramento Kings,27.0,61,21,7.61,0.00,7.61,109.0,101.1,95.6,.308,.166,.539,.497,12.4,27.9,.231,.467,13.6,71.7,.185,ARCO Arena (II),"709,997"
613,2002,2,Los Angeles Lakers,27.9,60,22,7.12,0.03,7.15,109.4,101.7,92.1,.313,.210,.534,.498,11.8,28.8,.218,.453,13.0,72.0,.233,STAPLES Center,"778,777"
614,2002,3,San Antonio Spurs,28.5,59,23,6.21,0.07,6.28,106.5,99.7,90.0,.353,.190,.539,.492,13.8,27.2,.262,.453,13.7,71.9,.189,Alamodome,"906,390"
615,2002,4,Dallas Mavericks,27.6,53,29,4.26,0.16,4.41,112.2,107.7,92.8,.288,.237,.553,.507,11.3,26.1,.232,.485,12.9,70.7,.239,American Airlines Center,"802,783"
616,2002,5,New Jersey Nets,26.1,53,29,4.16,-0.49,3.67,104.0,99.5,91.8,.280,.175,.515,.476,13.4,29.2,.206,.459,14.9,71.6,.213,Continental Airlines Arena,"564,194"
617,2002,6,Minnesota Timberwolves,26.7,51,31,3.38,0.20,3.58,109.0,105.3,90.5,.255,.152,.532,.490,12.5,31.3,.203,.482,12.7,73.7,.218,Target Center,"731,673"
618,2002,7,Seattle SuperSonics,26.9,50,32,3.02,0.22,3.24,108.9,105.6,89.0,.250,.193,.540,.505,13.2,29.4,.189,.485,14.5,68.1,.206,KeyArena at Seattle Center,"633,516"
619,2002,8,Portland Trail Blazers,29.0,50,32,2.99,0.22,3.21,107.4,104.0,89.3,.285,.198,.528,.485,13.5,31.8,.218,.489,14.2,73.3,.202,Rose Garden Arena,"797,821"
620,2002,9,Boston Celtics,26.2,48,34,2.21,-0.46,1.75,103.4,101.0,92.5,.291,.289,.520,.476,12.8,24.1,.223,.464,15.1,72.9,.245,FleetCenter,"659,751"
621,2002,10,Detroit Pistons,29.5,48,34,2.13,-0.45,1.69,104.8,102.4,90.0,.310,.240,.540,.497,14.3,24.4,.235,.474,14.8,70.5,.206,The Palace of Auburn Hills,"760,807"
622,2002,11,Philadelphia 76ers,29.0,46,36,1.60,-0.33,1.27,102.1,100.3,88.9,.327,.111,.507,.452,14.6,31.7,.255,.460,14.2,72.1,.208,First Union Center,"842,976"
623,2002,12,Orlando Magic,28.0,46,36,1.57,-0.32,1.25,107.0,105.3,93.2,.278,.241,.533,.493,12.6,26.3,.210,.486,14.4,69.2,.215,TD Waterhouse Centre,"621,121"
624,2002,13,Utah Jazz,29.9,44,38,0.89,0.32,1.21,105.6,104.6,90.3,.381,.132,.529,.472,15.4,33.5,.291,.484,15.9,71.7,.286,Delta Center,"766,108"
625,2002,14,Charlotte Hornets,28.3,44,38,0.96,-0.40,0.57,104.3,103.3,89.7,.320,.151,.513,.466,13.3,30.6,.238,.465,13.3,72.2,.226,Charlotte Coliseum,"462,738"
626,2002,15,Indiana Pacers,26.1,42,40,0.27,-0.34,-0.07,104.1,103.8,91.9,.328,.182,.527,.477,14.2,27.0,.253,.469,13.2,71.0,.227,Conseco Fieldhouse,"686,537"
627,2002,16,Los Angeles Clippers,24.4,40,42,-0.46,0.38,-0.09,105.5,106.0,90.1,.304,.172,.519,.476,13.8,31.3,.225,.477,12.1,69.9,.194,STAPLES Center,"740,185"
628,2002,17,Phoenix Suns,26.5,39,43,-0.68,0.39,-0.30,103.3,104.0,91.4,.235,.158,.510,.472,13.6,30.1,.180,.476,14.4,70.2,.227,America West Arena,"668,939"
629,2002,18,Milwaukee Bucks,28.9,40,42,-0.22,-0.40,-0.62,106.9,107.1,90.2,.269,.241,.544,.507,13.6,25.6,.201,.477,12.0,70.9,.217,Bradley Center,"745,305"
630,2002,19,Toronto Raptors,29.3,40,42,-0.44,-0.27,-0.71,102.6,103.1,88.8,.255,.165,.501,.463,13.6,31.4,.189,.471,14.7,70.1,.237,Air Canada Centre,"810,160"
631,2002,20,Washington Wizards,27.5,37,45,-1.40,-0.17,-1.58,104.8,106.4,88.3,.280,.118,.508,.464,12.5,30.7,.214,.484,13.0,71.4,.214,MCI Center,"847,634"
632,2002,21,Miami Heat,30.1,36,46,-1.54,-0.31,-1.84,98.5,100.2,87.4,.268,.141,.501,.463,14.6,26.6,.194,.455,13.6,74.0,.249,AmericanAirlines Arena,"655,549"
633,2002,22,Cleveland Cavaliers,26.0,31,51,-3.33,-0.19,-3.52,104.6,108.2,90.3,.301,.156,.524,.477,13.8,28.9,.232,.493,12.3,72.8,.226,Gund Arena,"596,115"
634,2002,23,New York Knicks,30.3,29,53,-3.99,-0.16,-4.15,101.5,105.9,89.7,.274,.206,.514,.468,14.0,25.6,.216,.479,12.9,71.9,.236,Madison Square Garden (IV),"810,283"
635,2002,24,Houston Rockets,25.9,27,55,-4.89,0.58,-4.31,103.1,108.6,88.2,.286,.223,.507,.465,13.4,29.0,.211,.491,11.5,69.8,.178,Compaq Center,"481,227"
636,2002,25,Atlanta Hawks,25.7,29,53,-4.23,-0.18,-4.41,101.8,106.4,91.9,.294,.181,.517,.471,14.6,27.5,.225,.495,14.1,70.9,.218,Philips Arena,"506,110"
637,2002,26,Golden State Warriors,24.8,26,56,-5.40,0.61,-4.80,102.8,108.5,94.5,.335,.142,.499,.452,14.7,35.3,.242,.488,12.9,69.4,.232,The Arena in Oakland,"593,182"
638,2002,27,Denver Nuggets,28.2,24,58,-5.82,0.63,-5.19,101.4,107.8,90.4,.256,.187,.495,.455,13.6,30.6,.190,.492,13.6,69.9,.245,Pepsi Center,"633,846"
639,2002,28,Memphis Grizzlies,25.5,20,62,-7.44,0.70,-6.74,98.2,106.3,91.1,.288,.168,.501,.462,15.4,27.8,.204,.486,13.7,68.0,.197,Pyramid Arena,"591,030"
640,2002,29,Chicago Bulls,25.5,18,64,-8.54,0.02,-8.52,98.2,107.6,90.5,.302,.134,.499,.456,14.6,26.6,.218,.497,13.7,71.4,.239,United Center,"776,311"
641,2002,,League Average,27.4,41,41,0.00,0.00,0.00,104.5,104.5,90.7,.293,.181,.520,.477,13.6,28.9,.221,.477,13.6,71.1,.221,,"695,899"
642,2003,,,,,,,,,,,,,,,,,,,,,,,,
643,2003,1,Dallas Mavericks,28.1,62,20,7.78,0.12,7.90,110.7,102.3,92.5,.257,.239,.543,.498,10.9,25.4,.213,.473,14.8,70.9,.221,American Airlines Center,"816,429"
644,2003,2,Sacramento Kings,28.3,59,23,6.50,0.18,6.68,105.9,99.1,95.4,.262,.184,.535,.499,13.3,25.6,.196,.446,13.6,70.6,.204,ARCO Arena (II),"709,997"
645,2003,3,San Antonio Spurs,28.4,57,25,5.41,0.23,5.65,105.6,99.7,90.0,.348,.202,.541,.497,15.1,28.8,.253,.453,14.2,71.3,.199,SBC Center,"735,970"
646,2003,4,New Jersey Nets,27.3,56,26,5.22,-0.80,4.42,103.8,98.1,91.6,.333,.158,.518,.468,13.8,28.7,.252,.460,15.7,73.1,.225,Continental Airlines Arena,"622,574"
647,2003,5,Detroit Pistons,29.0,52,30,3.68,-0.71,2.97,104.1,99.9,86.8,.322,.237,.523,.473,13.3,25.9,.248,.461,13.9,74.0,.225,The Palace of Auburn Hills,"839,278"
648,2003,6,Portland Trail Blazers,29.2,49,33,2.61,0.36,2.97,105.5,102.6,89.4,.300,.177,.531,.489,14.5,30.2,.223,.483,14.9,72.3,.194,Rose Garden Arena,"796,258"
649,2003,7,Indiana Pacers,25.9,51,31,3.49,-0.70,2.79,104.6,100.8,91.6,.344,.169,.522,.469,13.7,29.0,.263,.458,14.3,72.3,.228,Conseco Fieldhouse,"670,461"
650,2003,8,Utah Jazz,30.9,48,34,2.39,0.37,2.76,105.5,102.8,89.3,.380,.104,.537,.486,16.0,32.5,.283,.468,15.2,70.2,.256,Delta Center,"786,034"
651,2003,9,Los Angeles Lakers,28.1,48,34,2.33,0.38,2.71,107.2,104.7,92.5,.311,.199,.528,.486,13.3,30.2,.228,.477,13.4,72.7,.241,STAPLES Center,"777,888"
652,2003,10,Minnesota Timberwolves,28.2,47,35,2.07,0.39,2.46,106.1,103.8,91.9,.268,.118,.528,.488,12.9,28.2,.206,.472,12.7,72.9,.203,Target Center,"643,684"
653,2003,11,Houston Rockets,25.9,46,36,1.48,0.42,1.89,104.3,102.6,88.8,.316,.196,.522,.474,14.8,30.3,.243,.462,12.6,72.4,.209,Compaq Center,"565,166"
654,2003,12,Philadelphia 76ers,28.3,48,34,2.30,-0.55,1.76,105.0,102.5,91.4,.339,.119,.520,.466,13.7,30.3,.263,.488,16.2,72.7,.243,First Union Center,"807,097"
655,2003,13,Phoenix Suns,25.2,44,38,1.13,0.43,1.57,103.7,102.5,91.5,.285,.170,.514,.473,13.7,29.7,.211,.470,14.8,70.3,.222,America West Arena,"666,559"
656,2003,14,New Orleans Hornets,29.1,47,35,2.11,-0.59,1.52,103.9,101.6,89.4,.285,.161,.511,.465,13.9,31.7,.219,.464,14.0,73.1,.226,New Orleans Arena,"641,683"
657,2003,15,Seattle SuperSonics,26.9,41,41,-0.12,0.49,0.37,103.7,103.9,88.0,.270,.196,.512,.472,12.8,28.1,.201,.484,14.3,71.8,.210,KeyArena at Seattle Center,"637,194"
658,2003,16,Milwaukee Bucks,29.3,42,40,0.23,-0.48,-0.24,108.8,108.6,90.4,.287,.229,.543,.500,12.2,25.6,.222,.494,13.5,69.9,.237,Bradley Center,"665,966"
659,2003,17,Orlando Magic,26.9,41,41,0.13,-0.53,-0.39,105.2,105.0,93.1,.307,.235,.526,.478,13.3,27.0,.239,.486,15.1,71.1,.250,TD Waterhouse Centre,"605,901"
660,2003,18,Golden State Warriors,24.4,38,44,-1.13,0.54,-0.60,108.3,109.5,94.2,.343,.178,.526,.472,13.9,35.0,.267,.482,12.2,67.9,.220,The Arena in Oakland,"634,935"
661,2003,19,Boston Celtics,26.9,40,42,-0.39,-0.36,-0.75,101.2,101.6,90.9,.306,.331,.514,.470,13.4,23.6,.227,.471,15.1,72.5,.242,FleetCenter,"709,049"
662,2003,20,Washington Wizards,28.4,38,44,-1.01,-0.46,-1.47,103.0,104.1,88.2,.325,.127,.513,.460,13.0,27.3,.253,.477,13.8,71.6,.212,MCI Center,"827,093"
663,2003,21,New York Knicks,30.2,37,45,-1.35,-0.26,-1.61,104.7,106.2,90.7,.241,.235,.528,.486,13.4,24.4,.196,.485,13.7,71.8,.261,Madison Square Garden (IV),"779,479"
664,2003,22,Memphis Grizzlies,24.9,32,50,-3.23,0.63,-2.60,103.9,107.3,92.7,.287,.190,.526,.487,14.2,27.0,.212,.491,13.4,68.7,.197,Pyramid Arena,"611,322"
665,2003,23,Los Angeles Clippers,25.3,29,53,-4.12,0.68,-3.45,102.3,106.8,91.3,.335,.182,.516,.467,14.8,29.1,.252,.481,13.1,70.2,.222,STAPLES Center,"706,471"
666,2003,24,Atlanta Hawks,27.2,31,51,-3.56,-0.31,-3.87,102.3,106.1,91.0,.313,.177,.527,.476,15.7,27.9,.248,.469,12.1,70.4,.222,Philips Arena,"528,655"
667,2003,25,Miami Heat,26.5,25,57,-5.05,-0.08,-5.13,96.7,102.4,87.8,.259,.169,.483,.439,13.8,26.8,.198,.470,14.1,73.9,.257,AmericanAirlines Arena,"628,242"
668,2003,26,Chicago Bulls,25.2,27,55,-5.13,-0.17,-5.31,100.2,105.6,93.5,.300,.148,.512,.471,15.4,27.7,.217,.470,13.3,69.5,.263,United Center,"804,309"
669,2003,27,Toronto Raptors,27.6,24,58,-5.87,-0.23,-6.10,100.5,107.0,89.9,.282,.179,.497,.458,13.6,28.2,.203,.489,13.1,70.7,.226,Air Canada Centre,"777,507"
670,2003,28,Denver Nuggets,24.1,17,65,-8.28,0.87,-7.41,92.2,101.3,91.0,.283,.126,.469,.428,17.1,31.3,.198,.477,16.5,73.3,.290,Pepsi Center,"607,813"
671,2003,29,Cleveland Cavaliers,23.5,16,66,-9.62,0.04,-9.59,96.5,106.7,94.0,.298,.133,.491,.444,16.4,31.0,.223,.484,13.0,73.2,.252,Gund Arena,"471,374"
672,2003,,League Average,27.2,41,41,0.00,0.00,0.00,103.6,103.6,91.0,.302,.182,.519,.474,14.0,28.5,.229,.474,14.0,71.5,.229,,"692,220"
673,2004,,,,,,,,,,,,,,,,,,,,,,,,
674,2004,1,San Antonio Spurs,27.3,62,20,7.22,0.29,7.51,102.2,94.1,89.2,.322,.177,.511,.473,14.1,29.5,.219,.433,14.8,74.6,.215,SBC Center,"739,706"
675,2004,2,Minnesota Timberwolves,29.7,57,25,5.49,0.37,5.86,105.9,99.7,89.0,.265,.137,.528,.486,12.4,26.7,.207,.444,12.9,72.5,.215,Target Center,"723,071"
676,2004,3,Sacramento Kings,29.3,55,27,5.01,0.40,5.41,110.3,104.9,92.8,.305,.223,.554,.507,13.0,26.0,.242,.483,13.7,69.8,.193,ARCO Arena (II),"709,997"
677,2004,4,Detroit Pistons,27.4,59,23,5.84,-0.81,5.04,102.0,95.4,87.9,.328,.153,.511,.461,14.7,30.1,.247,.441,15.5,71.8,.202,The Palace of Auburn Hills,"872,902"
678,2004,5,Indiana Pacers,27.1,58,24,5.76,-0.82,4.93,103.8,97.2,87.5,.319,.203,.520,.471,14.1,28.5,.243,.459,15.7,73.9,.218,Conseco Fieldhouse,"678,326"
679,2004,6,Dallas Mavericks,27.4,53,29,4.44,0.42,4.86,112.1,107.4,93.2,.256,.201,.536,.495,11.1,31.4,.204,.498,13.9,71.6,.214,American Airlines Center,"825,594"
680,2004,7,Los Angeles Lakers,29.8,52,30,3.90,0.45,4.35,105.5,101.3,92.3,.352,.167,.522,.481,12.8,28.1,.244,.471,14.3,73.3,.222,STAPLES Center,"777,757"
681,2004,8,Memphis Grizzlies,26.0,48,34,2.44,0.52,2.95,104.8,102.2,91.4,.322,.197,.522,.479,13.9,29.5,.234,.465,15.7,68.4,.251,Pyramid Arena,"622,723"
682,2004,9,Houston Rockets,28.3,47,35,1.73,0.55,2.28,100.9,99.0,87.8,.286,.227,.528,.484,16.4,26.5,.221,.447,13.1,74.5,.233,Toyota Center,"640,794"
683,2004,10,New Jersey Nets,27.7,49,33,2.50,-0.63,1.88,100.8,98.0,89.4,.291,.176,.515,.471,14.4,25.9,.219,.460,15.7,73.9,.221,Continental Airlines Arena,"613,051"
684,2004,11,Denver Nuggets,25.6,44,38,1.07,0.58,1.65,103.9,102.7,93.3,.319,.146,.517,.467,14.2,30.5,.245,.481,15.6,69.3,.221,Pepsi Center,"721,476"
685,2004,12,Milwaukee Bucks,26.5,44,38,1.06,-0.64,0.42,106.5,105.4,91.6,.330,.172,.528,.477,12.7,27.6,.255,.485,13.3,71.8,.213,Bradley Center,"690,180"
686,2004,13,Seattle SuperSonics,26.0,39,43,-0.63,0.66,0.02,107.3,108.0,89.9,.270,.294,.540,.501,13.9,27.2,.207,.487,13.9,68.5,.237,KeyArena at Seattle Center,"625,474"
687,2004,14,Golden State Warriors,28.1,39,43,-0.73,0.66,-0.07,103.0,103.8,89.8,.311,.197,.517,.475,14.1,28.4,.226,.476,13.3,72.1,.211,The Arena in Oakland,"665,648"
688,2004,15,Miami Heat,26.4,43,39,0.52,-0.65,-0.13,102.2,101.7,88.0,.298,.211,.510,.463,13.5,27.4,.227,.463,14.5,73.4,.260,AmericanAirlines Arena,"624,809"
689,2004,16,Utah Jazz,24.9,37,45,-1.22,0.69,-0.53,101.9,103.3,86.6,.356,.127,.509,.456,16.1,34.1,.266,.468,15.4,72.4,.319,Delta Center,"785,330"
690,2004,17,Portland Trail Blazers,27.6,37,45,-1.27,0.69,-0.58,103.7,105.1,86.2,.267,.170,.515,.478,14.4,31.2,.195,.482,13.3,70.0,.186,Rose Garden Arena,"684,038"
691,2004,18,New Orleans Hornets,30.3,41,41,-0.10,-0.62,-0.72,102.3,102.4,89.1,.293,.252,.505,.460,14.1,30.6,.220,.476,15.0,71.3,.218,New Orleans Arena,"587,613"
692,2004,19,New York Knicks,29.6,36,46,-1.48,-0.49,-1.97,101.7,103.3,89.5,.266,.171,.518,.474,15.1,28.0,.211,.461,13.2,72.8,.259,Madison Square Garden (IV),"785,739"
693,2004,20,Boston Celtics,26.4,37,45,-1.45,-0.54,-1.99,102.1,103.7,93.2,.327,.249,.532,.486,15.4,25.2,.245,.479,15.7,69.5,.240,FleetCenter,"664,248"
694,2004,21,Phoenix Suns,24.4,30,52,-3.74,0.80,-2.94,101.4,105.5,92.6,.280,.180,.515,.475,14.3,26.6,.209,.482,14.7,69.9,.240,America West Arena,"670,385"
695,2004,22,Philadelphia 76ers,27.5,33,49,-2.49,-0.46,-2.95,99.1,101.9,88.0,.321,.158,.505,.456,15.5,28.2,.242,.467,14.7,70.7,.231,Wachovia Center,"788,128"
