,Season,Date,Start (ET),,Visitor/Neutral,PTS,Home/Neutral,HPTS,,Notes
982,1994,"Fri, Jun 17, 1994",,Box Score,Houston Rockets,84,New York Knicks,91,,
983,1994,"Sun, Jun 19, 1994",,Box Score,New York Knicks,84,Houston Rockets,86,,
984,1994,"Wed, Jun 22, 1994",,Box Score,New York Knicks,84,Houston Rockets,90,,
985,1995,"Thu, Apr 27, 1995",,Box Score,Atlanta Hawks,82,Indiana Pacers,90,,
986,1995,"Thu, Apr 27, 1995",,Box Score,Cleveland Cavaliers,79,New York Knicks,103,,
987,1995,"Thu, Apr 27, 1995",,Box Score,Los Angeles Lakers,71,Seattle SuperSonics,96,,
988,1995,"Thu, Apr 27, 1995",,Box Score,Houston Rockets,100,Utah Jazz,102,,
989,1995,"Fri, Apr 28, 1995",,Box Score,Chicago Bulls,108,Charlotte Hornets,100,OT,
990,1995,"Fri, Apr 28, 1995",,Box Score,Boston Celtics,77,Orlando Magic,124,,
991,1995,"Fri, Apr 28, 1995",,Box Score,Portland Trail Blazers,102,Phoenix Suns,129,,
992,1995,"Fri, Apr 28, 1995",,Box Score,Denver Nuggets,88,San Antonio Spurs,104,,
993,1995,"Sat, Apr 29, 1995",,Box Score,Atlanta Hawks,97,Indiana Pacers,105,,
994,1995,"Sat, Apr 29, 1995",,Box Score,Cleveland Cavaliers,90,New York Knicks,84,,
995,1995,"Sat, Apr 29, 1995",,Box Score,Los Angeles Lakers,84,Seattle SuperSonics,82,,
996,1995,"Sat, Apr 29, 1995",,Box Score,Houston Rockets,140,Utah Jazz,126,,
997,1995,"Sun, Apr 30, 1995",,Box Score,Chicago Bulls,89,Charlotte Hornets,106,,
998,1995,"Sun, Apr 30, 1995",,Box Score,Boston Celtics,99,Orlando Magic,92,,
999,1995,"Sun, Apr 30, 1995",,Box Score,Portland Trail Blazers,94,Phoenix Suns,103,,
1000,1995,"Sun, Apr 30, 1995",,Box Score,Denver Nuggets,96,San Antonio Spurs,122,,
1001,1995,"Mon, May 1, 1995",,Box Score,New York Knicks,83,Cleveland Cavaliers,81,,
1002,1995,"Mon, May 1, 1995",,Box Score,Seattle SuperSonics,101,Los Angeles Lakers,105,,
1003,1995,"Tue, May 2, 1995",,Box Score,Indiana Pacers,105,Atlanta Hawks,89,,
1004,1995,"Tue, May 2, 1995",,Box Score,Charlotte Hornets,80,Chicago Bulls,103,,
1005,1995,"Tue, May 2, 1995",,Box Score,San Antonio Spurs,99,Denver Nuggets,95,,
1006,1995,"Tue, May 2, 1995",,Box Score,Phoenix Suns,117,Portland Trail Blazers,109,,
1007,1995,"Wed, May 3, 1995",,Box Score,Orlando Magic,82,Boston Celtics,77,,
1008,1995,"Wed, May 3, 1995",,Box Score,Utah Jazz,95,Houston Rockets,82,,
1009,1995,"Thu, May 4, 1995",,Box Score,Charlotte Hornets,84,Chicago Bulls,85,,
1010,1995,"Thu, May 4, 1995",,Box Score,New York Knicks,93,Cleveland Cavaliers,80,,
1011,1995,"Thu, May 4, 1995",,Box Score,Seattle SuperSonics,110,Los Angeles Lakers,114,,
1012,1995,"Fri, May 5, 1995",,Box Score,Orlando Magic,95,Boston Celtics,92,,
1013,1995,"Fri, May 5, 1995",,Box Score,Utah Jazz,106,Houston Rockets,123,,
1014,1995,"Sat, May 6, 1995",,Box Score,Los Angeles Lakers,94,San Antonio Spurs,110,,
1015,1995,"Sun, May 7, 1995",,Box Score,Indiana Pacers,107,New York Knicks,105,,
1016,1995,"Sun, May 7, 1995",,Box Score,Chicago Bulls,91,Orlando Magic,94,,
1017,1995,"Sun, May 7, 1995",,Box Score,Houston Rockets,95,Utah Jazz,91,,
1018,1995,"Mon, May 8, 1995",,Box Score,Los Angeles Lakers,90,San Antonio Spurs,97,OT,
1019,1995,"Tue, May 9, 1995",,Box Score,Indiana Pacers,77,New York Knicks,96,,
1020,1995,"Tue, May 9, 1995",,Box Score,Houston Rockets,108,Phoenix Suns,130,,
1021,1995,"Wed, May 10, 1995",,Box Score,Chicago Bulls,104,Orlando Magic,94,,
1022,1995,"Thu, May 11, 1995",,Box Score,New York Knicks,95,Indiana Pacers,97,OT,
1023,1995,"Thu, May 11, 1995",,Box Score,Houston Rockets,94,Phoenix Suns,118,,
1024,1995,"Fri, May 12, 1995",,Box Score,Orlando Magic,110,Chicago Bulls,101,,
1025,1995,"Fri, May 12, 1995",,Box Score,San Antonio Spurs,85,Los Angeles Lakers,92,,
1026,1995,"Sat, May 13, 1995",,Box Score,Phoenix Suns,85,Houston Rockets,118,,
1027,1995,"Sat, May 13, 1995",,Box Score,New York Knicks,84,Indiana Pacers,98,,
1028,1995,"Sun, May 14, 1995",,Box Score,Orlando Magic,95,Chicago Bulls,106,,
1029,1995,"Sun, May 14, 1995",,Box Score,Phoenix Suns,114,Houston Rockets,110,,
1030,1995,"Sun, May 14, 1995",,Box Score,San Antonio Spurs,80,Los Angeles Lakers,71,,
1031,1995,"Tue, May 16, 1995",,Box Score,Chicago Bulls,95,Orlando Magic,103,,
1032,1995,"Tue, May 16, 1995",,Box Score,Houston Rockets,103,Phoenix Suns,97,OT,
1033,1995,"Tue, May 16, 1995",,Box Score,Los Angeles Lakers,98,San Antonio Spurs,96,OT,
1034,1995,"Wed, May 17, 1995",,Box Score,Indiana Pacers,95,New York Knicks,96,,
1035,1995,"Thu, May 18, 1995",,Box Score,Orlando Magic,108,Chicago Bulls,102,,
1036,1995,"Thu, May 18, 1995",,Box Score,Phoenix Suns,103,Houston Rockets,116,,
1037,1995,"Thu, May 18, 1995",,Box Score,San Antonio Spurs,100,Los Angeles Lakers,88,,
1038,1995,"Fri, May 19, 1995",,Box Score,New York Knicks,92,Indiana Pacers,82,,
1039,1995,"Sat, May 20, 1995",,Box Score,Houston Rockets,115,Phoenix Suns,114,,
1040,1995,"Sun, May 21, 1995",,Box Score,Indiana Pacers,97,New York Knicks,95,,
1041,1995,"Mon, May 22, 1995",,Box Score,Houston Rockets,94,San Antonio Spurs,93,,
1042,1995,"Tue, May 23, 1995",,Box Score,Indiana Pacers,101,Orlando Magic,105,,
1043,1995,"Wed, May 24, 1995",,Box Score,Houston Rockets,106,San Antonio Spurs,96,,
1044,1995,"Thu, May 25, 1995",,Box Score,Indiana Pacers,114,Orlando Magic,119,,
1045,1995,"Fri, May 26, 1995",,Box Score,San Antonio Spurs,107,Houston Rockets,102,,
1046,1995,"Sat, May 27, 1995",,Box Score,Orlando Magic,100,Indiana Pacers,105,,
1047,1995,"Sun, May 28, 1995",,Box Score,San Antonio Spurs,103,Houston Rockets,81,,
1048,1995,"Mon, May 29, 1995",,Box Score,Orlando Magic,93,Indiana Pacers,94,,
1049,1995,"Tue, May 30, 1995",,Box Score,Houston Rockets,111,San Antonio Spurs,90,,
1050,1995,"Wed, May 31, 1995",,Box Score,Indiana Pacers,106,Orlando Magic,108,,
1051,1995,"Thu, Jun 1, 1995",,Box Score,San Antonio Spurs,95,Houston Rockets,100,,
1052,1995,"Fri, Jun 2, 1995",,Box Score,Orlando Magic,96,Indiana Pacers,123,,
1053,1995,"Sun, Jun 4, 1995",,Box Score,Indiana Pacers,81,Orlando Magic,105,,
1054,1995,"Wed, Jun 7, 1995",,Box Score,Houston Rockets,120,Orlando Magic,118,OT,
1055,1995,"Fri, Jun 9, 1995",,Box Score,Houston Rockets,117,Orlando Magic,106,,
1056,1995,"Sun, Jun 11, 1995",,Box Score,Orlando Magic,103,Houston Rockets,106,,
1057,1995,"Wed, Jun 14, 1995",,Box Score,Orlando Magic,101,Houston Rockets,113,,
1058,1996,"Thu, Apr 25, 1996",,Box Score,New York Knicks,106,Cleveland Cavaliers,83,,
1059,1996,"Thu, Apr 25, 1996",,Box Score,Atlanta Hawks,92,Indiana Pacers,80,,
1060,1996,"Thu, Apr 25, 1996",,Box Score,Houston Rockets,87,Los Angeles Lakers,83,,
1061,1996,"Thu, Apr 25, 1996",,Box Score,Portland Trail Blazers,102,Utah Jazz,110,,
1062,1996,"Fri, Apr 26, 1996",,Box Score,Miami Heat,85,Chicago Bulls,102,,
1063,1996,"Fri, Apr 26, 1996",,Box Score,Detroit Pistons,92,Orlando Magic,112,,
1064,1996,"Fri, Apr 26, 1996",,Box Score,Phoenix Suns,98,San Antonio Spurs,120,,
1065,1996,"Fri, Apr 26, 1996",,Box Score,Sacramento Kings,85,Seattle SuperSonics,97,,
1066,1996,"Sat, Apr 27, 1996",,Box Score,New York Knicks,84,Cleveland Cavaliers,80,,
1067,1996,"Sat, Apr 27, 1996",,Box Score,Atlanta Hawks,94,Indiana Pacers,102,OT,
1068,1996,"Sat, Apr 27, 1996",,Box Score,Houston Rockets,94,Los Angeles Lakers,104,,
1069,1996,"Sat, Apr 27, 1996",,Box Score,Portland Trail Blazers,90,Utah Jazz,105,,
1070,1996,"Sun, Apr 28, 1996",,Box Score,Miami Heat,75,Chicago Bulls,106,,
1071,1996,"Sun, Apr 28, 1996",,Box Score,Detroit Pistons,77,Orlando Magic,92,,
1072,1996,"Sun, Apr 28, 1996",,Box Score,Phoenix Suns,105,San Antonio Spurs,110,,
1073,1996,"Sun, Apr 28, 1996",,Box Score,Sacramento Kings,90,Seattle SuperSonics,81,,
1074,1996,"Mon, Apr 29, 1996",,Box Score,Indiana Pacers,83,Atlanta Hawks,90,,
1075,1996,"Mon, Apr 29, 1996",,Box Score,Utah Jazz,91,Portland Trail Blazers,94,OT,
1076,1996,"Tue, Apr 30, 1996",,Box Score,Orlando Magic,101,Detroit Pistons,98,,
1077,1996,"Tue, Apr 30, 1996",,Box Score,Los Angeles Lakers,98,Houston Rockets,104,,
1078,1996,"Tue, Apr 30, 1996",,Box Score,Seattle SuperSonics,96,Sacramento Kings,89,,
1079,1996,"Wed, May 1, 1996",,Box Score,Chicago Bulls,112,Miami Heat,91,,
1080,1996,"Wed, May 1, 1996",,Box Score,Cleveland Cavaliers,76,New York Knicks,81,,
1081,1996,"Wed, May 1, 1996",,Box Score,San Antonio Spurs,93,Phoenix Suns,94,,
1082,1996,"Wed, May 1, 1996",,Box Score,Utah Jazz,90,Portland Trail Blazers,98,,
1083,1996,"Thu, May 2, 1996",,Box Score,Indiana Pacers,83,Atlanta Hawks,75,,
1084,1996,"Thu, May 2, 1996",,Box Score,Los Angeles Lakers,94,Houston Rockets,102,,
1085,1996,"Thu, May 2, 1996",,Box Score,Seattle SuperSonics,101,Sacramento Kings,87,,
1086,1996,"Fri, May 3, 1996",,Box Score,San Antonio Spurs,116,Phoenix Suns,98,,
1087,1996,"Sat, May 4, 1996",,Box Score,Houston Rockets,75,Seattle SuperSonics,108,,
1088,1996,"Sun, May 5, 1996",,Box Score,New York Knicks,84,Chicago Bulls,91,,
1089,1996,"Sun, May 5, 1996",,Box Score,Atlanta Hawks,89,Indiana Pacers,87,,
1090,1996,"Sun, May 5, 1996",,Box Score,Portland Trail Blazers,64,Utah Jazz,102,,
1091,1996,"Mon, May 6, 1996",,Box Score,Houston Rockets,101,Seattle SuperSonics,105,,
1092,1996,"Tue, May 7, 1996",,Box Score,New York Knicks,80,Chicago Bulls,91,,
1093,1996,"Tue, May 7, 1996",,Box Score,Utah Jazz,95,San Antonio Spurs,75,,
1094,1996,"Wed, May 8, 1996",,Box Score,Atlanta Hawks,105,Orlando Magic,117,,
1095,1996,"Thu, May 9, 1996",,Box Score,Utah Jazz,77,San Antonio Spurs,88,,
1096,1996,"Fri, May 10, 1996",,Box Score,Seattle SuperSonics,115,Houston Rockets,112,,
1097,1996,"Fri, May 10, 1996",,Box Score,Atlanta Hawks,94,Orlando Magic,120,,
1098,1996,"Sat, May 11, 1996",,Box Score,Chicago Bulls,99,New York Knicks,102,OT,
1099,1996,"Sat, May 11, 1996",,Box Score,San Antonio Spurs,75,Utah Jazz,105,,
1100,1996,"Sun, May 12, 1996",,Box Score,Orlando Magic,103,Atlanta Hawks,96,,
1101,1996,"Sun, May 12, 1996",,Box Score,Seattle SuperSonics,114,Houston Rockets,107,OT,
1102,1996,"Sun, May 12, 1996",,Box Score,Chicago Bulls,94,New York Knicks,91,,
1103,1996,"Sun, May 12, 1996",,Box Score,San Antonio Spurs,86,Utah Jazz,101,,
1104,1996,"Mon, May 13, 1996",,Box Score,Orlando Magic,99,Atlanta Hawks,104,,
1105,1996,"Tue, May 14, 1996",,Box Score,New York Knicks,81,Chicago Bulls,94,,
1106,1996,"Tue, May 14, 1996",,Box Score,Utah Jazz,87,San Antonio Spurs,98,,
1107,1996,"Wed, May 15, 1996",,Box Score,Atlanta Hawks,88,Orlando Magic,96,,
1108,1996,"Thu, May 16, 1996",,Box Score,San Antonio Spurs,81,Utah Jazz,108,,
1109,1996,"Sat, May 18, 1996",,Box Score,Utah Jazz,72,Seattle SuperSonics,102,,
1110,1996,"Sun, May 19, 1996",,Box Score,Orlando Magic,83,Chicago Bulls,121,,
1111,1996,"Mon, May 20, 1996",,Box Score,Utah Jazz,87,Seattle SuperSonics,91,,
1112,1996,"Tue, May 21, 1996",,Box Score,Orlando Magic,88,Chicago Bulls,93,,
1113,1996,"Fri, May 24, 1996",,Box Score,Seattle SuperSonics,76,Utah Jazz,96,,
1114,1996,"Sat, May 25, 1996",,Box Score,Chicago Bulls,86,Orlando Magic,67,,
1115,1996,"Sun, May 26, 1996",,Box Score,Seattle SuperSonics,88,Utah Jazz,86,,
1116,1996,"Mon, May 27, 1996",,Box Score,Chicago Bulls,106,Orlando Magic,101,,
1117,1996,"Tue, May 28, 1996",,Box Score,Utah Jazz,98,Seattle SuperSonics,95,OT,
1118,1996,"Thu, May 30, 1996",,Box Score,Seattle SuperSonics,83,Utah Jazz,118,,
1119,1996,"Sun, Jun 2, 1996",,Box Score,Utah Jazz,86,Seattle SuperSonics,90,,
1120,1996,"Wed, Jun 5, 1996",,Box Score,Seattle SuperSonics,90,Chicago Bulls,107,,
1121,1996,"Fri, Jun 7, 1996",,Box Score,Seattle SuperSonics,88,Chicago Bulls,92,,
1122,1996,"Sun, Jun 9, 1996",,Box Score,Chicago Bulls,108,Seattle SuperSonics,86,,
1123,1996,"Wed, Jun 12, 1996",,Box Score,Chicago Bulls,86,Seattle SuperSonics,107,,
1124,1996,"Fri, Jun 14, 1996",,Box Score,Chicago Bulls,78,Seattle SuperSonics,89,,
1125,1996,"Sun, Jun 16, 1996",,Box Score,Seattle SuperSonics,75,Chicago Bulls,87,,
1126,1997,"Thu, Apr 24, 1997",,Box Score,Minnesota Timberwolves,95,Houston Rockets,112,,
1127,1997,"Thu, Apr 24, 1997",,Box Score,Orlando Magic,64,Miami Heat,99,,
1128,1997,"Thu, Apr 24, 1997",,Box Score,Charlotte Hornets,99,New York Knicks,109,,
1129,1997,"Thu, Apr 24, 1997",,Box Score,Los Angeles Clippers,86,Utah Jazz,106,,
1130,1997,"Fri, Apr 25, 1997",,Box Score,Detroit Pistons,75,Atlanta Hawks,89,,
1131,1997,"Fri, Apr 25, 1997",,Box Score,Washington Bullets,86,Chicago Bulls,98,,
1132,1997,"Fri, Apr 25, 1997",,Box Score,Portland Trail Blazers,77,Los Angeles Lakers,95,,
1133,1997,"Fri, Apr 25, 1997",,Box Score,Phoenix Suns,106,Seattle SuperSonics,101,,
1134,1997,"Sat, Apr 26, 1997",,Box Score,Minnesota Timberwolves,84,Houston Rockets,96,,
1135,1997,"Sat, Apr 26, 1997",,Box Score,Charlotte Hornets,93,New York Knicks,100,,
1136,1997,"Sat, Apr 26, 1997",,Box Score,Los Angeles Clippers,99,Utah Jazz,105,,
1137,1997,"Sun, Apr 27, 1997",,Box Score,Detroit Pistons,93,Atlanta Hawks,80,,
1138,1997,"Sun, Apr 27, 1997",,Box Score,Washington Bullets,104,Chicago Bulls,109,,
1139,1997,"Sun, Apr 27, 1997",,Box Score,Portland Trail Blazers,93,Los Angeles Lakers,107,,
1140,1997,"Sun, Apr 27, 1997",,Box Score,Orlando Magic,87,Miami Heat,104,,
1141,1997,"Sun, Apr 27, 1997",,Box Score,Phoenix Suns,78,Seattle SuperSonics,122,,
1142,1997,"Mon, Apr 28, 1997",,Box Score,New York Knicks,104,Charlotte Hornets,95,,
1143,1997,"Mon, Apr 28, 1997",,Box Score,Utah Jazz,104,Los Angeles Clippers,92,,
1144,1997,"Tue, Apr 29, 1997",,Box Score,Atlanta Hawks,91,Detroit Pistons,99,,
1145,1997,"Tue, Apr 29, 1997",,Box Score,Houston Rockets,125,Minnesota Timberwolves,120,,
1146,1997,"Tue, Apr 29, 1997",,Box Score,Miami Heat,75,Orlando Magic,88,,
1147,1997,"Tue, Apr 29, 1997",,Box Score,Seattle SuperSonics,103,Phoenix Suns,110,,
1148,1997,"Wed, Apr 30, 1997",,Box Score,Los Angeles Lakers,90,Portland Trail Blazers,98,,
1149,1997,"Wed, Apr 30, 1997",,Box Score,Chicago Bulls,96,Washington Bullets,95,,
1150,1997,"Thu, May 1, 1997",,Box Score,Miami Heat,91,Orlando Magic,99,,
1151,1997,"Thu, May 1, 1997",,Box Score,Seattle SuperSonics,122,Phoenix Suns,115,OT,
1152,1997,"Fri, May 2, 1997",,Box Score,Atlanta Hawks,94,Detroit Pistons,82,,
1153,1997,"Fri, May 2, 1997",,Box Score,Los Angeles Lakers,95,Portland Trail Blazers,91,,
1154,1997,"Sat, May 3, 1997",,Box Score,Phoenix Suns,92,Seattle SuperSonics,116,,
1155,1997,"Sun, May 4, 1997",,Box Score,Detroit Pistons,79,Atlanta Hawks,84,,
1156,1997,"Sun, May 4, 1997",,Box Score,Orlando Magic,83,Miami Heat,91,,
1157,1997,"Sun, May 4, 1997",,Box Score,Los Angeles Lakers,77,Utah Jazz,93,,
1158,1997,"Mon, May 5, 1997",,Box Score,Seattle SuperSonics,102,Houston Rockets,112,,
1159,1997,"Tue, May 6, 1997",,Box Score,Atlanta Hawks,97,Chicago Bulls,100,,
1160,1997,"Tue, May 6, 1997",,Box Score,Los Angeles Lakers,101,Utah Jazz,103,,
1161,1997,"Wed, May 7, 1997",,Box Score,Seattle SuperSonics,106,Houston Rockets,101,,
1162,1997,"Wed, May 7, 1997",,Box Score,New York Knicks,88,Miami Heat,79,,
1163,1997,"Thu, May 8, 1997",,Box Score,Atlanta Hawks,103,Chicago Bulls,95,,
1164,1997,"Thu, May 8, 1997",,Box Score,Utah Jazz,84,Los Angeles Lakers,104,,
1165,1997,"Fri, May 9, 1997",,Box Score,New York Knicks,84,Miami Heat,88,,
1166,1997,"Fri, May 9, 1997",,Box Score,Houston Rockets,97,Seattle SuperSonics,93,,
1167,1997,"Sat, May 10, 1997",,Box Score,Chicago Bulls,100,Atlanta Hawks,80,,
1168,1997,"Sat, May 10, 1997",,Box Score,Utah Jazz,110,Los Angeles Lakers,95,,
1169,1997,"Sun, May 11, 1997",,Box Score,Chicago Bulls,89,Atlanta Hawks,80,,
1170,1997,"Sun, May 11, 1997",,Box Score,Miami Heat,73,New York Knicks,77,,
1171,1997,"Sun, May 11, 1997",,Box Score,Houston Rockets,110,Seattle SuperSonics,106,OT,
1172,1997,"Mon, May 12, 1997",,Box Score,Miami Heat,76,New York Knicks,89,,
1173,1997,"Mon, May 12, 1997",,Box Score,Los Angeles Lakers,93,Utah Jazz,98,OT,
1174,1997,"Tue, May 13, 1997",,Box Score,Atlanta Hawks,92,Chicago Bulls,107,,
1175,1997,"Tue, May 13, 1997",,Box Score,Seattle SuperSonics,100,Houston Rockets,94,,
1176,1997,"Wed, May 14, 1997",,Box Score,New York Knicks,81,Miami Heat,96,,
1177,1997,"Thu, May 15, 1997",,Box Score,Houston Rockets,96,Seattle SuperSonics,99,,
1178,1997,"Fri, May 16, 1997",,Box Score,Miami Heat,95,New York Knicks,90,,
1179,1997,"Sat, May 17, 1997",,Box Score,Seattle SuperSonics,91,Houston Rockets,96,,
1180,1997,"Sun, May 18, 1997",,Box Score,New York Knicks,90,Miami Heat,101,,
1181,1997,"Mon, May 19, 1997",,Box Score,Houston Rockets,86,Utah Jazz,101,,
1182,1997,"Tue, May 20, 1997",,Box Score,Miami Heat,77,Chicago Bulls,84,,
1183,1997,"Wed, May 21, 1997",,Box Score,Houston Rockets,92,Utah Jazz,104,,
1184,1997,"Thu, May 22, 1997",,Box Score,Miami Heat,68,Chicago Bulls,75,,
1185,1997,"Fri, May 23, 1997",,Box Score,Utah Jazz,100,Houston Rockets,118,,
1186,1997,"Sat, May 24, 1997",,Box Score,Chicago Bulls,98,Miami Heat,74,,
1187,1997,"Sun, May 25, 1997",,Box Score,Utah Jazz,92,Houston Rockets,95,,
1188,1997,"Mon, May 26, 1997",,Box Score,Chicago Bulls,80,Miami Heat,87,,
1189,1997,"Tue, May 27, 1997",,Box Score,Houston Rockets,91,Utah Jazz,96,,
1190,1997,"Wed, May 28, 1997",,Box Score,Miami Heat,87,Chicago Bulls,100,,
1191,1997,"Thu, May 29, 1997",,Box Score,Utah Jazz,103,Houston Rockets,100,,
1192,1997,"Sun, Jun 1, 1997",,Box Score,Utah Jazz,82,Chicago Bulls,84,,
1193,1997,"Wed, Jun 4, 1997",,Box Score,Utah Jazz,85,Chicago Bulls,97,,
1194,1997,"Fri, Jun 6, 1997",,Box Score,Chicago Bulls,93,Utah Jazz,104,,
1195,1997,"Sun, Jun 8, 1997",,Box Score,Chicago Bulls,73,Utah Jazz,78,,
1196,1997,"Wed, Jun 11, 1997",,Box Score,Chicago Bulls,90,Utah Jazz,88,,
1197,1997,"Fri, Jun 13, 1997",,Box Score,Utah Jazz,86,Chicago Bulls,90,,
1198,1998,"Thu, Apr 23, 1998",,Box Score,Atlanta Hawks,87,Charlotte Hornets,97,,
1199,1998,"Thu, Apr 23, 1998",,Box Score,Cleveland Cavaliers,77,Indiana Pacers,106,,
1200,1998,"Thu, Apr 23, 1998",,Box Score,San Antonio Spurs,102,Phoenix Suns,96,,
1201,1998,"Thu, Apr 23, 1998",,Box Score,Houston Rockets,103,Utah Jazz,90,,
1202,1998,"Fri, Apr 24, 1998",,Box Score,New Jersey Nets,93,Chicago Bulls,96,OT,
1203,1998,"Fri, Apr 24, 1998",,Box Score,Portland Trail Blazers,102,Los Angeles Lakers,104,,
1204,1998,"Fri, Apr 24, 1998",,Box Score,New York Knicks,79,Miami Heat,94,,
1205,1998,"Fri, Apr 24, 1998",,Box Score,Minnesota Timberwolves,83,Seattle SuperSonics,108,,
1206,1998,"Sat, Apr 25, 1998",,Box Score,Atlanta Hawks,85,Charlotte Hornets,92,,
1207,1998,"Sat, Apr 25, 1998",,Box Score,Cleveland Cavaliers,86,Indiana Pacers,92,,
1208,1998,"Sat, Apr 25, 1998",,Box Score,San Antonio Spurs,101,Phoenix Suns,108,,
1209,1998,"Sat, Apr 25, 1998",,Box Score,Houston Rockets,90,Utah Jazz,105,,
1210,1998,"Sun, Apr 26, 1998",,Box Score,New Jersey Nets,91,Chicago Bulls,96,,
1211,1998,"Sun, Apr 26, 1998",,Box Score,Portland Trail Blazers,99,Los Angeles Lakers,108,,
1212,1998,"Sun, Apr 26, 1998",,Box Score,New York Knicks,96,Miami Heat,86,,
1213,1998,"Sun, Apr 26, 1998",,Box Score,Minnesota Timberwolves,98,Seattle SuperSonics,93,,
1214,1998,"Mon, Apr 27, 1998",,Box Score,Indiana Pacers,77,Cleveland Cavaliers,86,,
1215,1998,"Mon, Apr 27, 1998",,Box Score,Phoenix Suns,88,San Antonio Spurs,100,,
1216,1998,"Tue, Apr 28, 1998",,Box Score,Charlotte Hornets,64,Atlanta Hawks,96,,
1217,1998,"Tue, Apr 28, 1998",,Box Score,Seattle SuperSonics,90,Minnesota Timberwolves,98,,
1218,1998,"Tue, Apr 28, 1998",,Box Score,Miami Heat,91,New York Knicks,85,,
1219,1998,"Tue, Apr 28, 1998",,Box Score,Los Angeles Lakers,94,Portland Trail Blazers,99,,
1220,1998,"Wed, Apr 29, 1998",,Box Score,Utah Jazz,85,Houston Rockets,89,,
1221,1998,"Wed, Apr 29, 1998",,Box Score,Chicago Bulls,116,New Jersey Nets,101,,
1222,1998,"Wed, Apr 29, 1998",,Box Score,Phoenix Suns,80,San Antonio Spurs,99,,
1223,1998,"Thu, Apr 30, 1998",,Box Score,Indiana Pacers,80,Cleveland Cavaliers,74,,
1224,1998,"Thu, Apr 30, 1998",,Box Score,Seattle SuperSonics,92,Minnesota Timberwolves,88,,
1225,1998,"Thu, Apr 30, 1998",,Box Score,Miami Heat,85,New York Knicks,90,,
1226,1998,"Thu, Apr 30, 1998",,Box Score,Los Angeles Lakers,110,Portland Trail Blazers,99,,
1227,1998,"Fri, May 1, 1998",,Box Score,Charlotte Hornets,91,Atlanta Hawks,82,,
1228,1998,"Fri, May 1, 1998",,Box Score,Utah Jazz,93,Houston Rockets,71,,
1229,1998,"Sat, May 2, 1998",,Box Score,Minnesota Timberwolves,84,Seattle SuperSonics,97,,
1230,1998,"Sun, May 3, 1998",,Box Score,Charlotte Hornets,70,Chicago Bulls,83,,
1231,1998,"Sun, May 3, 1998",,Box Score,New York Knicks,98,Miami Heat,81,,
1232,1998,"Sun, May 3, 1998",,Box Score,Houston Rockets,70,Utah Jazz,84,,
1233,1998,"Mon, May 4, 1998",,Box Score,Los Angeles Lakers,92,Seattle SuperSonics,106,,
1234,1998,"Tue, May 5, 1998",,Box Score,New York Knicks,83,Indiana Pacers,93,,
1235,1998,"Tue, May 5, 1998",,Box Score,San Antonio Spurs,82,Utah Jazz,83,,
1236,1998,"Wed, May 6, 1998",,Box Score,Charlotte Hornets,78,Chicago Bulls,76,,
1237,1998,"Wed, May 6, 1998",,Box Score,Los Angeles Lakers,92,Seattle SuperSonics,68,,
1238,1998,"Thu, May 7, 1998",,Box Score,New York Knicks,77,Indiana Pacers,85,,
1239,1998,"Thu, May 7, 1998",,Box Score,San Antonio Spurs,106,Utah Jazz,109,OT,
1240,1998,"Fri, May 8, 1998",,Box Score,Chicago Bulls,103,Charlotte Hornets,89,,
1241,1998,"Fri, May 8, 1998",,Box Score,Seattle SuperSonics,103,Los Angeles Lakers,119,,
1242,1998,"Sat, May 9, 1998",,Box Score,Indiana Pacers,76,New York Knicks,83,,
1243,1998,"Sat, May 9, 1998",,Box Score,Utah Jazz,64,San Antonio Spurs,86,,
1244,1998,"Sun, May 10, 1998",,Box Score,Chicago Bulls,94,Charlotte Hornets,80,,
1245,1998,"Sun, May 10, 1998",,Box Score,Seattle SuperSonics,100,Los Angeles Lakers,112,,
1246,1998,"Sun, May 10, 1998",,Box Score,Indiana Pacers,118,New York Knicks,107,OT,
1247,1998,"Sun, May 10, 1998",,Box Score,Utah Jazz,82,San Antonio Spurs,73,,
1248,1998,"Tue, May 12, 1998",,Box Score,Los Angeles Lakers,110,Seattle SuperSonics,95,,
1249,1998,"Tue, May 12, 1998",,Box Score,San Antonio Spurs,77,Utah Jazz,87,,
1250,1998,"Wed, May 13, 1998",,Box Score,Charlotte Hornets,84,Chicago Bulls,93,,
1251,1998,"Wed, May 13, 1998",,Box Score,New York Knicks,88,Indiana Pacers,99,,
1252,1998,"Sat, May 16, 1998",,Box Score,Los Angeles Lakers,77,Utah Jazz,112,,
1253,1998,"Sun, May 17, 1998",,Box Score,Indiana Pacers,79,Chicago Bulls,85,,
1254,1998,"Mon, May 18, 1998",,Box Score,Los Angeles Lakers,95,Utah Jazz,99,,
